Index,Q1 (Da),Q3 (Da),Rt (min),Molecular Weight (Da),Ionization model,KEGG ID,Compound name,Class,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,DPA10,DPA20,IMG,MG,Br,Br3,Br7,Br10,Br15
pme0341,299.063,284,5.77,300.26,[M-H]-,-,"5,7,3'-Trihydroxy-4'-methoxyflavone (Diosmetin)",Flavonoids,-0.449058727,-0.508970621,-0.510673052,0.206833257,-0.482727342,-0.507480994,-0.509715435,1.042848532,-0.508256968,-0.505497358,-0.513431903,-0.485007383,-0.486717415,-0.412882066,-0.423674263,-0.414326092,-0.117692672,0.726682755,1.150010489,3.709737257
pme0363,299.063,284.01,5.75,300.0634,[M-H]-,C04293,Chrysoeriol,Flavonoids,-0.490761121,-0.517626405,-0.513021365,0.19958183,-0.444129352,-0.50957906,-0.513189656,1.028030088,-0.48918531,-0.509135385,-0.514581877,-0.486660953,-0.488573345,-0.414908001,-0.4237815,-0.412995609,-0.123229957,0.731991791,1.194025723,3.697729464
pme3303,303,257,4.41,302.043,[M+H]+,C10192,Tricetin,Flavonoids,-0.835164605,1.383258341,-0.315285168,-0.638448987,-0.844402394,2.724250087,0.967564711,-0.740646093,-0.837415703,2.185643722,-0.196653664,-0.839609074,-0.792711375,-0.412648627,-0.066835719,-0.354782968,-0.146936153,-0.233941797,0.130653282,-0.135887817
pmf0150,435.13,166.7,4.39,436.136947,[M-H]-,C01604,Phloridzin,Flavonoids,-0.77470128,-0.511006736,-0.723451676,-0.730022138,-0.732796333,-0.068595624,-0.748711452,-0.721699552,-0.816314206,-0.051074392,-0.812079908,-0.416100062,-0.205845276,-0.049614289,0.113917211,0.037991872,0.629333457,2.398977904,2.133239217,2.048553261
pmf0459,551.1,303,4.59,550.1,[M+H]+,-,Tricetin O-malonylhexoside,Flavonoids,-0.444285539,-0.399426155,-0.430429787,-0.433051295,-0.449207103,-0.418269978,-0.379252179,-0.335024616,-0.446873794,-0.394659776,-0.432835145,-0.448492146,-0.448747092,-0.441032209,-0.438116958,-0.440333879,0.040909664,1.385471899,2.021173829,3.332482258
pmb3023,449.1,287,3.19,450.1,[M-H]-,-,Eriodictyol C-hexoside,Flavonoids,-0.328267873,-0.322626359,-0.316146094,1.460604831,-0.330294791,-0.320947231,-0.31485055,4.021211228,-0.330294791,-0.31843235,-0.3256463,-0.315922549,-0.321892217,-0.319102985,-0.323634852,-0.320721146,-0.314164673,-0.212426294,-0.205973972,-0.24047103
pmf0426,435.1,285.1,3.52,434.1,[M+H]+,-,Naringenin C-hexoside,Flavonoids,-0.573028641,-0.389018067,2.822030552,-0.35199155,-0.397994193,-0.206289798,2.018987894,-0.536482987,-0.121978333,0.805608068,1.786570358,-0.525743694,-0.4883966,-0.231455007,-0.22728752,-0.40216168,-0.703634473,-0.789213816,-0.789213816,-0.699306698
pmf0423,431.1,269.2,4.05,432.1,[M-H]-,-,Heptamethoxyflavone,Flavonoids,-0.506205872,-0.503049479,-0.506205872,-0.473019629,-0.506205872,-0.500529858,-0.498328138,-0.222897692,-0.506205872,-0.500481291,-0.498759362,-0.496110714,-0.495894859,-0.482733102,-0.456560688,-0.432384932,0.804571928,2.23515069,1.852008132,2.693842484
pmf0428,447.2,285,3.79,446.2,[M+H]+,-,Biochanin A 7-O-glucoside,Flavonoids,-0.58830323,-0.631256848,0.244725976,-0.748342711,-0.748342711,-0.710576253,0.025032171,-0.552136261,-0.225460519,-0.287111969,0.20794466,-0.748342711,-0.617131829,0.433603004,1.219927891,3.733980534,-0.252318833,-0.382526679,0.065789845,0.560846475
pmf0429,449.1,287.1,3.94,448.1,[M+H]+,C12249,Kaempferol 3-O-glucoside,Flavonoids,-1.097933197,-0.842535354,-0.450165355,1.754748833,-1.09789074,-0.409477754,-0.246727348,3.304415736,-1.099514034,-0.610439124,-0.546754183,0.191283525,0.512892478,0.229848295,0.176777511,-0.212762046,-0.136340117,0.26876687,0.176777511,0.135028494
pmf0431,451.44,153,3.85,450.44,[M+H]+,-,Eriodictyol-7-O-glucoside,Flavonoids,-0.495995935,-0.495212152,-0.504902723,-0.485277891,-0.492164873,-0.493691537,-0.507195887,-0.507195887,-0.507195887,-0.449017608,-0.486576707,-0.484445139,-0.507195887,-0.477102462,-0.463103242,-0.427615509,1.101842436,2.404979664,1.964263492,2.312803732
pmf0435,465,285,3.51,466,[M-H]-,-,Taxifolin O-glucoside,Flavonoids,-0.905964112,-0.214251803,-0.108457366,-0.429506821,-0.905964112,-0.196444819,-0.226297704,0.620581524,-0.905964112,-0.259816734,0.048139349,-0.867359617,-0.751132383,-0.603386786,-0.63742955,-0.41641345,0.207878474,1.98491077,2.084420389,2.482458864
pmf0438,477.4471,315,3.92,476.4471,[M+H]+,-,Irisolidone 7-O-beta-d-glucoside,Flavonoids,2.110932299,-0.434979989,-0.050348727,-0.753126169,2.432833999,-0.7837481,0.207172632,-0.519582359,1.756015041,-0.311997032,1.115925892,-0.784532219,-0.785027453,-0.731831133,-0.593454672,-0.479963688,-0.691552151,-0.567785075,-0.487804883,0.352853786
pmf0439,477.1,315.2,3.91,476.1,[M+H]+,-,"3,7-Dimethoxykaempferol-C-glucoside",Flavonoids,2.530609187,-0.372882905,0.066189504,-0.725941611,2.223417393,-0.748980996,0.034940683,-0.564612956,1.443785806,-0.268013982,1.332561191,-0.732985837,-0.753117492,-0.681028053,-0.424787725,-0.435380546,-0.712647622,-0.646601386,-0.551901571,-0.012621081
pmf0458,551,303,4.58,550,[M+H]+,-,Quercetin O-malonylhexoside,Flavonoids,-0.440220721,-0.398757556,-0.435055815,-0.424422184,-0.442955084,-0.395639424,-0.430050813,-0.311209995,-0.438054019,-0.376291013,-0.425773375,-0.443882528,-0.443490763,-0.434767987,-0.428555708,-0.434871925,0.033383604,1.130326569,2.247257562,3.293031176
pmf0468,595.3,449.1,3.93,594.3,[M+H]+,-,Kaempferol 3-O-glucoside-2'-O-rhamnoside,Flavonoids,-1.272203888,-0.936588462,-0.336136936,1.995713649,-1.272203888,-0.371114695,-0.196225901,2.517048815,-1.272203888,-0.512025095,-0.62545297,1.034658086,1.117938464,0.493335629,0.361752632,-0.316149646,-0.449398251,0.090258599,-0.011343462,-0.039658791
pmf0469,611.16,302.94,3.71,610.153,[M-H]-,C04194,Rutin,Flavonoids,-1.60189552,0.086731587,0.145815184,0.977461573,-1.660450945,1.03206914,1.331067949,1.54412698,-1.667585737,0.956871834,0.020486342,0.585361338,0.796629957,0.24339264,0.495840736,0.360664628,-0.959764245,-0.912318326,-0.756552479,-1.017952636
pmf0470,611.2,465.1,3.45,610.2,[M+H]+,-,C-hexosyl-tricetin O-pentoside,Flavonoids,-1.122785969,-0.700773748,-0.750691197,-0.274263902,-1.124739068,-0.323549485,-0.531433543,-0.689400153,-1.124739068,-0.602897637,-0.392422926,-0.493521557,0.359498135,1.314248324,2.413695927,2.154630687,0.774634386,0.451118769,0.563590995,0.099801029
pmf0481,743.1774,303.0501,3.43,742.1774,[M+H]+,-,Quercetin-3-pentosylhexoside-7-deoxyhexoside,Flavonoids,-1.113726765,-0.723436689,-0.875943456,-0.303566495,-1.11518716,0.013838214,-0.598571773,-0.546147572,-1.114995526,-0.822804379,-0.714238624,-0.604290777,0.235926194,1.20100808,2.030263626,1.958776079,1.472660759,0.857867853,0.500906702,0.261661711
pmf0483,757.5085,287.053,3,756.5085,[M+H]+,-,Kaempferol-dihexoside-rhamnoside,Flavonoids,-1.026928027,-0.623822463,0.196422033,0.444590309,-1.027119761,-0.344713726,0.483265885,2.5588551,-1.026967314,-0.630268392,-0.179697938,-0.857809694,-0.818489526,-0.699239835,-0.663464927,-0.633491356,0.801372493,1.379250049,1.192318101,1.475938988
pmf0488,903,286.8,4.36,902,[M+H]+,-,Kaempferol-ferulyglucosyl-xylosylrhamnoside,Flavonoids,-0.695775729,0.985976236,-0.596503995,0.941275348,-0.696545959,1.531327079,-0.550221382,3.324864275,-0.686476568,0.642123246,-0.314475772,-0.640448407,-0.629376341,-0.600836543,-0.572365515,-0.576491751,-0.469347159,-0.221635465,0.012184568,-0.187250166
pmf0489,905.09998,302.7,2.69,904.09998,[M+H]+,-,Quercetin O-dihexoside-rhamnosyl-xyloside,Flavonoids,-0.699114269,-0.53034434,-0.588541985,-0.554174574,-0.700549352,-0.475753652,-0.406735135,-0.460231578,-0.699341224,-0.523859923,-0.411557921,-0.660883766,-0.589068844,-0.270562372,0.136334813,0.612128932,0.63198746,1.585196802,1.358242196,3.246828733
pmb0595,479.2,317.2,3.98,478.2,[M+H]+,-,Isorhamnetin 5-O-hexoside,Flavonoids,-0.912405943,0.052446425,0.350470323,0.549581117,-0.888833794,1.606152909,0.327347779,3.211885116,-0.894871348,1.224630936,0.164205387,-0.597553972,-0.499925454,-0.580854357,-0.497677429,-0.65728721,-0.492217939,-0.591773336,-0.540068759,-0.333250451
pmb0706,713.1,465.1,2.96,712.1,[M+H]+,-,Quercetin 5-O-malonylhexosyl-hexoside,Flavonoids,-0.662196109,-0.148202555,-0.573464912,-0.555573615,-0.662196109,1.018172356,-0.398130206,-0.483182677,-0.662196109,-0.062186706,-0.302205331,-0.619006519,-0.605641721,-0.578144174,-0.543462584,-0.502450227,0.206870869,1.477841052,1.377374541,3.277980738
pmb0711,611.2,303.1,3.7,610.2,[M+H]+,-,Quercetin 7-O-rutinoside,Flavonoids,-1.598444167,0.090439361,0.147921853,1.474809385,-1.667394417,0.928725708,0.943096331,2.097536386,-1.672198995,0.914355085,0.137383396,0.305998707,0.430544107,0.095229569,0.23941482,0.114390399,-0.805329479,-0.510731705,-0.861374909,-0.804371437
pmb3026,505.1,301.2,3.65,506.1,[M-H]-,-,Quercetin O-acetylhexoside,Flavonoids,-0.45393603,-0.45393603,-0.45393603,-0.45393603,-0.45393603,-0.452375421,-0.451571451,-0.45393603,-0.45393603,-0.45393603,-0.45393603,-0.45393603,-0.45393603,-0.45393603,-0.45219793,-0.452636399,0.415984912,1.564200716,2.344286262,2.931541673
pmb3894,329.1,229.1,5.89,330.1,[M-H]-,-,Di-O-Methylquercetin,Flavonoids,-0.047323421,-0.069931549,-0.331944388,-0.301500239,0.223535122,0.283896629,-0.311443426,4.272585001,0.025988372,-0.206897296,-0.292061895,-0.38227491,-0.379004414,-0.380672587,-0.378828817,-0.366954062,-0.375053479,-0.35314774,-0.361488602,-0.267478299
pme0200,287.048,153,5.72,286.048,[M+H]+,C05903,Kaempferol,Flavonoids,-0.468500468,-0.468500468,-0.271921855,2.015091618,-0.468500468,-0.455931818,-0.199885893,3.706482324,-0.468500468,-0.44242208,-0.073694629,-0.200228107,-0.39032776,-0.403588537,-0.431958044,-0.379120265,-0.229145156,-0.209981194,-0.132298707,-0.027068026
pme0369,593.159,285,3.94,594.1585,[M-H]-,-,Kaempferol 3-O-rutinoside (Nicotiflorin),Flavonoids,-0.755070298,-0.568871397,-0.469702359,2.491717961,-0.75570225,-0.291438989,-0.376154239,3.238496947,-0.755796239,-0.500617403,-0.549037589,0.049830978,0.2381317,0.0076741,-0.020028992,-0.265743368,-0.101933784,-0.176210188,-0.219170055,-0.220374537
pme1478,317,151,4.68,318.038,[M-H]-,C10107,Myricetin,Flavonoids,-0.553694399,-0.306729558,-0.553694399,2.258585517,-0.553694399,-0.24407463,-0.553694399,3.341572578,-0.553694399,-0.443694578,0.165035101,-0.553694399,-0.553694399,-0.553694399,-0.553694399,-0.553694399,0.449677113,-0.048362194,0.087558578,0.277376061
pme1502,315.079,300,7.22,314.079,[M+H]+,-,Kumatakenin,Flavonoids,0.789668128,1.943300842,0.081125316,0.383794904,0.758344116,1.338631131,0.471107505,2.637432495,-0.594049849,-0.64936897,-0.715998562,-0.715998562,-0.715998562,-0.715998562,-0.715998562,-0.715998562,-0.715998562,-0.715998562,-0.715998562,-0.715998562
pme1521,303.058,125,4.12,304.058,[M-H]-,C01617,Dihydroquercetin (Taxifolin),Flavonoids,-1.341666012,-0.429027161,0.545805138,1.954234088,-1.341666012,-0.369430427,0.858383929,2.367762449,-1.113672014,-0.222871111,-0.758633591,-0.465514958,-0.405918224,-0.467947478,-0.700253116,-0.596262896,0.159034494,0.883925387,0.242956426,1.200761087
pme1566,463.096,300,3.85,464.3763,[M-H]-,C10073,Quercetin 3-O-galactoside (Hyperin),Flavonoids,-0.765233305,-0.187806785,1.882327942,0.275110749,-0.765233305,0.244249581,3.100531979,-0.011573267,-0.765233305,-0.464745169,1.434840993,0.300286966,-0.074107741,-0.6529983,-0.642765386,-0.66834767,-0.584210378,-0.535969498,-0.607518682,-0.511605418
pme1588,315.058,151,5.9,316.058,[M-H]-,C10084,Isorhamnetin,Flavonoids,-0.498221938,-0.45818511,2.272598162,0.052506461,-0.482711837,-0.409460557,2.347775871,0.427455282,-0.472332615,-0.370086233,2.328981444,-0.527644614,-0.517162022,-0.527644614,-0.527644614,-0.527644614,-0.527644614,-0.527644614,-0.527644614,-0.527644614
pme1605,593.159,285,3.95,594.159,[M-H]-,-,Kaempferol 3-O-robinobioside (Biorobin),Flavonoids,-0.779263108,-0.581669903,-0.476337601,2.506520288,-0.780206426,-0.297952251,-0.370155845,3.198825337,-0.780033138,-0.514563033,-0.555336827,0.053296998,0.309407393,0.027813377,-0.014659326,-0.259302092,-0.084314558,-0.174356687,-0.198566127,-0.229146473
pme2973,675.2,513,4.78,676.237,[M-H]-,C17555,"Kaempferol 3,7-O-diglucoside 8-prenyl derivative (Icariin)",Flavonoids,-0.495854711,-0.49698617,-0.497144288,-0.497174342,-0.495518105,-0.497177335,-0.497703539,-0.496635179,-0.495322239,-0.496799847,-0.495807703,-0.496560108,-0.495331641,-0.495820521,-0.496810816,-0.476456492,1.603539159,1.79627063,2.416771955,2.106521293
pme3211,463,301,3.84,464.096,[M-H]-,C05623,Quercetin 3-O-glucoside (Isotrifoliin),Flavonoids,-0.785162896,-0.185717019,1.94423203,0.23612768,-0.785162896,0.305000284,3.060223298,-0.032985642,-0.785162896,-0.464714836,1.386236396,0.349321081,-0.031710224,-0.657303043,-0.650607096,-0.682173706,-0.594807532,-0.545703917,-0.590662422,-0.489266644
pme3267,447,285,3.86,448.101,[M-H]-,C12626,Kaempferol 3-O-galactoside (Trifolin),Flavonoids,-0.62374073,-0.476611906,-0.500035842,-0.480074105,-0.62374073,-0.338123972,-0.480993751,-0.386811136,-0.62374073,-0.335419129,-0.515286285,-0.56359964,-0.455027263,-0.307396961,-0.397630506,-0.290518744,0.61993123,2.935817351,1.886338474,1.956664378
pme3396,289,215,3.61,288.063,[M+H]+,C01378,Fustin,Flavonoids,-0.341355434,-0.326172128,-0.318659555,3.452616317,-0.350398308,-0.331456091,-0.322865158,2.474903423,-0.350398308,-0.329766661,-0.329407207,-0.304173588,-0.320025477,-0.319953586,-0.326962925,-0.332426615,-0.339008204,-0.333954291,-0.316646616,-0.33388959
pmf0180,433.3503,300.8,3.98,434.3503,[M-H]-,-,Quercetin 3-alpha-L-arabinofuranoside (Avicularin),Flavonoids,-1.360894808,-0.023138971,0.576331601,-0.08918234,-1.360894808,1.333290205,2.85736793,0.957351032,-1.360894808,1.165641655,0.144509578,-0.385530786,0.498434295,-0.285619024,-0.224655915,-0.234816433,-0.383837366,-0.495603066,-0.719134466,-0.608723502
pmf0473,627.57,303,2.83,626.57,[M+H]+,-,"Quercetin-3,4'-O-di-beta-glucopyranoside",Flavonoids,-0.880160681,-0.483091463,-0.326211094,-0.332392122,-0.876796436,-0.338278815,0.030228169,0.033760184,-0.876425574,-0.436292253,0.360471647,-0.761826378,-0.723857208,-0.618779737,-0.494864849,-0.44806564,0.760766773,1.829201557,1.820371517,2.762242401
pmf0513,287.06,259,4.61,288.063,[M-H]-,C00974,Dihydrokaempferol (Aromadedrin),Flavonoids,-0.369826221,-0.365761372,-0.360322585,2.775039116,-0.369826221,-0.365101455,-0.363259056,3.196564798,-0.369826221,-0.367987406,-0.369015171,-0.356833552,-0.359784232,-0.362164984,-0.366304461,-0.336893967,-0.055182196,-0.272417904,-0.274470276,-0.286626634
pme0199,301.043,151,5.11,302.043,[M-H]-,C00389,Quercetin,Flavonoids,-0.961092329,-0.946028292,0.064340972,-0.723808568,-0.937646994,-0.92599776,0.761757199,-0.158647678,-0.973699261,-0.79731793,0.425505693,0.340770006,-0.440074734,-0.576943629,-0.561180638,0.069723457,2.882456157,1.214654838,0.744840819,1.498388672
pmf0484,773,303,2.84,773,protonated,-,Delphinidin 3-sophoroside-5-rhamnoside,Flavonoids,-0.850224065,-0.428138651,-0.313555973,-0.3408846,-0.850962892,-0.309604846,-0.123901885,0.063118119,-0.850760759,-0.477198476,0.040069879,-0.76032964,-0.727897474,-0.601658972,-0.434394602,-0.423858264,1.012047081,1.621179135,2.003121395,2.753835494
pmf0490,919,177,4.15,919,protonated,-,Ferulylpelargonidin di-O-hexosyl-O-pentoside,Flavonoids,-0.654217311,1.756238436,-0.30373777,-0.421898463,-0.660682815,3.144315628,-0.224881055,-0.493043638,-0.655595438,1.878130519,0.191044584,-0.646212235,-0.603691798,-0.436326505,-0.198512564,-0.421898463,-0.395778731,-0.312444347,-0.179606853,-0.361201181
pmf0472,625.3,317.1,3.98,625.3,protonated,-,Petunidin 3-O-rutinoside,Flavonoids,-0.90587543,-0.113661651,0.242351333,0.469593663,-0.910151242,1.415130716,0.325934719,3.439415841,-0.908103449,1.07975238,0.108356718,-0.523742638,-0.484824124,-0.543071296,-0.433106904,-0.647811726,-0.373553741,-0.516690289,-0.503107989,-0.216834893
pme0442,303,229,2.84,303.24,Protonated,C05908,Delphinidin,Flavonoids,-0.842847628,-0.456542862,-0.293577952,-0.383626511,-0.842847628,-0.35751034,-0.008180431,0.047185852,-0.842847628,-0.429590973,0.2573688,-0.740895736,-0.689081252,-0.588586225,-0.471376847,-0.425830244,0.571598574,1.505512864,2.163640384,2.828035784
pme3256,611,303,2.44,611,Protonated,C16315,Delphinidin 3-O-rutinoside (Tulipanin),Flavonoids,-0.784013151,-0.674202915,-0.784013151,-0.633480314,-0.714531525,-0.591071987,-0.743001701,-0.561210133,-0.784013151,-0.740748674,-0.723134045,0.209036328,0.028216451,-0.059016142,0.465534812,0.590895558,0.488642784,1.267381425,1.740517142,3.002212389
pmf0144,465.2,303.201,2.69,500.8372,[M-Cl]+,C12138,Delphinidin 3-O-glucoside (Mirtillin),Flavonoids,-0.645662225,-0.63271998,-0.586345833,-0.526565753,-0.652913591,-0.51852255,-0.503203013,-0.529815136,-0.645858401,-0.537926108,-0.443636943,-0.626472677,-0.559558936,-0.268148881,0.084075635,0.421141121,0.815275896,1.544692741,1.758702574,3.053462059
pmf0251,124.08,80,0.84,123.08,[M+H]+,C00253,Malvidin 3-O-glucoside (Oenin),Flavonoids,2.392460564,-1.070673432,-0.882560801,-0.193082619,2.673997488,-1.053091739,-0.760178424,-0.697550823,1.116925927,-0.943349795,-0.352237166,-0.662502348,-0.053463287,0.112011476,0.292424934,0.148209081,-0.262605003,-0.063230895,-0.044270245,0.302767107
pmf0512,271.06,215.2,4.83,306.0295,[M-Cl]+,-,Pelargonin chloride,Flavonoids,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.466744052,-0.412410052,3.248905202,1.292685571,1.761268413,1.110711652
pmb2831,315.1,153.1,2.45,316.1,[M-H]-,-,Protocatechuic acid O-glucoside,Flavonoids,-1.071662971,0.103288893,-0.701314837,1.223894942,-1.071662971,-0.603279698,-0.657234804,2.401747787,-1.071662971,-0.036965759,0.106151233,-0.759134102,-0.758704751,-0.409069939,-0.407638769,-0.083192548,-0.20441264,1.601723801,0.492567112,1.906562994
pme2482,139.1,92.8,3.06,138.032,[M+H]+,C16700,Protocatechuic aldehyde,Flavonoids,0.560056585,1.863290882,0.201388684,2.631864954,0.51215994,-0.91805616,-0.084877311,-0.263097385,-0.485872479,-0.412356698,0.733821158,1.18048522,-0.229681121,0.108937021,-0.377826559,-0.497011234,-1.035013084,-1.410389117,-0.874615017,-1.20320828
pmf0289,153,109,3.28,154,[M-H]-,C00230,Protocatechuic acid,Flavonoids,0.448602386,-0.441779053,-0.430907455,-0.429115273,2.476422474,-0.364030525,-0.421090398,-0.417905077,3.359282921,-0.380082533,-0.406918356,-0.380082533,-0.351740706,-0.243891277,-0.247653466,-0.308850619,-0.388484756,-0.368419746,-0.392873977,-0.310482029
pma6561,341,135,2.86,342,[M-H]-,-,Caffeic acid O-glucoside,Hydroxycinnamoyl and derivatives,-0.640019148,-0.454701679,-0.59128306,-0.706956058,-0.700939257,-0.19763386,-0.638966208,-0.563455356,-0.485989044,0.346886624,-0.440712617,-0.808218818,-0.785806234,-0.464629401,-0.191617059,-0.084818843,0.810180295,2.245187315,2.069195888,2.284296521
pma6599,207.1,85,3.33,206.1,[M+H]+,-,6-Hydroxymethylherniarin,Hydroxycinnamoyl and derivatives,-0.731009904,-0.523632422,1.234654788,-0.588669651,-0.533045705,-0.417233796,0.744023055,-0.692215767,-0.313402429,1.080619244,3.396857424,-0.629460546,-0.532189952,0.330409094,0.5300848,0.316146544,-0.539891729,-0.767236782,-0.534186709,-0.830619556
pmb0142,165.1,95.2,6.02,164.1,[M+H]+,C10945,Caffeic aldehyde,Hydroxycinnamoyl and derivatives,-0.506075065,-0.31341429,2.927765785,-0.329367093,-0.582801912,-0.370783024,2.458385235,-0.178429034,-0.569180673,-0.364340546,1.538031214,-0.423856773,-0.399007214,-0.406983616,-0.442263853,-0.503007219,-0.485520492,-0.464965919,-0.206039655,-0.378145856
pmb0423,195.1,145.3,3.22,194.1,[M+H]+,-,Hydroxy-methoxycinnamate,Hydroxycinnamoyl and derivatives,-0.754617642,2.641420401,-0.16872557,-0.176234867,0.188383241,2.73153197,-0.474771158,-0.058589207,-0.402515029,1.249697278,-0.574060757,-0.010195957,-0.510648912,-0.535179284,-0.095301328,-0.240481078,-0.584740647,-0.737596568,-0.677689062,-0.809685823
pmb0478,455.1,147.4,1.92,454.1,[M+H]+,-,Coumarin O-rutinoside,Hydroxycinnamoyl and derivatives,-0.510931575,-0.70090858,-0.751825873,-0.806266101,-0.452773855,-0.405494557,-0.717893563,-0.209682953,-0.636033434,-0.745131459,-0.806266101,-0.396708139,-0.133743196,0.82753279,-0.062196648,-0.132278793,0.352647809,1.325429818,2.93836515,2.024159262
pmb2620,207.1,133.1,5.43,208.1,[M-H]-,-,"3,4-Dimethoxycinnamic acid",Hydroxycinnamoyl and derivatives,-0.597391961,2.711466241,-0.421405544,1.962838052,0.905874345,1.078333195,-0.459816834,1.485963203,-0.419052657,-0.284222368,-0.440611189,-0.511423838,-0.585633404,-0.616571476,-0.569302073,-0.635359039,-0.652858386,-0.645353813,-0.651963429,-0.653509026
pmb2795,177,145,5.49,178,[M-H]-,-,4-Methoxycinnamic acid,Hydroxycinnamoyl and derivatives,-0.050828245,0.098053551,-0.521861893,1.908739787,2.819045631,-0.183262149,-0.462876343,2.158294037,0.010709564,-0.369860668,-0.193754771,-0.465712186,-0.590375878,-0.614282041,-0.631779196,-0.606086452,-0.648113656,-0.536891865,-0.579713105,-0.539444124
pmb2940,385.1,205,3.23,386.1,[M-H]-,-,1-O-beta-D-Glucopyranosyl sinapate,Hydroxycinnamoyl and derivatives,-0.179757638,1.930313898,2.345509303,-0.714208073,-0.041864274,1.853790657,0.820348081,-0.634654209,0.977940497,0.139215474,0.024051785,-0.775502431,-0.801793089,-0.759591658,-0.704888906,-0.69435749,-0.67821942,-0.697312348,-0.688068946,-0.72095121
pmb3110,167,108,3.35,168,[M-H]-,C06672,Vanillic acid,Hydroxycinnamoyl and derivatives,-0.257478765,1.472562801,0.363155057,-0.687758444,0.300695104,3.151050119,0.593166314,0.301686532,0.523766366,0.971891746,-0.473610032,-0.75814982,-0.650084186,-0.253513054,-0.314981579,-0.302093017,-0.828045482,-1.072729871,-1.084428719,-0.995101071
pme0388,183.058,137,3.24,182.0579,[M+H]+,C05582,Homovanillic acid,Hydroxycinnamoyl and derivatives,-0.940426403,-0.901331759,1.203130813,-0.659514772,-0.940426403,-0.940426403,-0.476875122,-0.249621207,-0.940426403,-0.828972997,0.286447077,-0.452476696,-0.44759701,0.858067354,1.324425848,2.893593218,0.710979697,0.022246973,0.879677389,-0.400473193
pme0423,195.058,117,4.07,194.0579,[M+H]+,-,3-Hydroxy-4-methoxycinnamic acid,Hydroxycinnamoyl and derivatives,-0.622729279,2.545845259,1.443236107,-0.629691925,-0.443526757,2.001389187,-0.155889587,1.595044614,-0.665760713,0.228768057,-0.353354787,-0.204970533,-0.375041716,-0.484617781,-0.236930218,-0.882059299,-0.573648334,-0.889468239,-0.49374912,-0.802844936
pme1424,177.063,162,4.63,178.063,[M-H]-,C02666,Coniferylaldehyde,Hydroxycinnamoyl and derivatives,1.630003756,0.431352403,-0.552498775,-0.494997471,3.133527797,0.631256267,-0.563999036,-0.469295545,1.543558842,0.426721425,-0.579204079,-0.59070434,-0.591707718,-0.597033343,-0.593714475,-0.584915618,-0.573878455,-0.583757874,-0.4409694,-0.57974436
pmf0094,179.1,147.1,5.48,178.18,[M+H]+,-,Methyl p-coumarate,Hydroxycinnamoyl and derivatives,-0.064890556,-0.050756611,-0.520710292,2.04582982,2.012031255,-0.135713912,-0.470012445,2.772498965,-0.035239997,0.168473171,-0.120043669,-0.479383865,-0.57094725,-0.60904745,-0.621291749,-0.664159083,-0.664159083,-0.664159083,-0.664159083,-0.664159083
pmf0095,207.1,133.1,5.68,208.21,[M-H]-,-,Methyl ferulate,Hydroxycinnamoyl and derivatives,-0.604457118,2.722329512,-0.424287423,1.938309338,0.964017075,1.081155267,-0.463333487,1.440626967,-0.311487682,-0.283597637,-0.442694853,-0.519919291,-0.599065042,-0.625963442,-0.579232121,-0.644916278,-0.663090051,-0.659932898,-0.662205007,-0.662255829
pmf0296,163.20001,119,3.85,164.20001,[M-H]-,C00811,p-Coumaric acid,Hydroxycinnamoyl and derivatives,-0.867447825,-0.161239725,2.388585363,0.90274488,-0.655184899,-0.842216571,1.870610423,1.420719819,-0.764653829,-0.92218229,-0.047765833,0.402124771,1.267196319,-0.688559573,-0.929257721,-0.863442864,-0.035750951,-0.429572103,-0.635160094,-0.409547299
pmf0307,179,135,3.29,180,[M-H]-,C01197,Caffeic acid,Hydroxycinnamoyl and derivatives,-0.584324883,-0.560594303,3.387690808,-0.60779179,-0.523020884,-0.577733055,1.37498606,-0.459937093,-0.554881385,-0.538182088,1.71995838,-0.341745621,-0.42392374,-0.496873301,-0.463694434,-0.565867765,0.298320856,0.177470681,-0.116964293,-0.142892149
pmf0315,195.1,145,3.21,194.1,[M+H]+,C01494,Ferulic acid,Hydroxycinnamoyl and derivatives,-0.754661275,2.73986197,-0.160771762,-0.184813051,0.192879077,2.605718548,-0.489510252,-0.059728665,-0.405539954,1.274737064,-0.587069104,0.037830187,-0.511460993,-0.538812315,-0.080634133,-0.239167268,-0.591598622,-0.746124876,-0.683582683,-0.817551892
pmf0331,225.0758,147.1,2.9,224.0758,[M+H]+,C00482,Sinapic acid,Hydroxycinnamoyl and derivatives,-0.633621603,-0.398080414,-0.318306431,-0.511503137,-0.610937058,-0.410178837,-0.536456136,3.829184495,1.38681518,-0.085789848,-0.35044287,-0.768625646,-0.756375992,-0.198078344,-0.05894647,-0.061971076,-0.299402644,0.17924125,0.205706552,0.39776903
pmf0384,341.1,179.2,2.41,342.1,[M-H]-,C00761,Coniferin,Hydroxycinnamoyl and derivatives,-0.76805866,-0.695825592,-0.127510276,-0.400957338,-0.763980286,-0.751782174,-0.468740831,0.076644758,-0.759515024,-0.762714022,-0.620197718,-0.760431106,-0.71946936,-0.458885071,0.258674615,0.266720133,1.333757031,2.150377164,2.204684415,1.767209343
